"Category","City","Country","Customer Name","Manufacturer","Order Date","Order ID","Postal Code","Product Name","Region","Segment","Ship Date","Ship Mode","State","Sub-Category","Discount","Number of Records","Profit","Profit Ratio","Quantity","Sales","Column22","Profit_Amount","Formatted_Order_Date","Sales_Amount","Profit_Amount:1","Formatted_Order_Date:1"
Office Supplies,Saint Louis,United States,Nora Paige,Other,"11/3/14",CA-2014-167227,63116,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,Central,Consumer,"11/6/14",First Class,Missouri,Appliances,"0%",1,US$21 ,"25%",10,US$84 ,"",21,"2014-03-11",84,21,"2014-03-11"
Office Supplies,Saint Louis,United States,Nora Paige,Adams,"11/3/14",CA-2014-167227,63116,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Central,Consumer,"11/6/14",First Class,Missouri,Paper,"0%",1,US$6 ,"49%",2,US$12 ,"",6,"2014-03-11",12,6,"2014-03-11"
Office Supplies,Bloomington,United States,Greg Guthrie,Stanley,"11/3/14",US-2014-145597,61701,Stanley Bostitch Contemporary Electric Pencil Sharpeners,Central,Corporate,"11/6/14",First Class,Illinois,Art,"20%",1,US$5 ,"10%",4,US$54 ,"",5,"2014-03-11",54,5,"2014-03-11"
Office Supplies,Henderson,United States,Thomas Boland,Other,"11/3/14",CA-2014-143567,42420,Letter or Legal Size Expandable Poly String Tie Envelopes,South,Corporate,"11/6/14",Second Class,Kentucky,Envelopes,"0%",1,US$3 ,"49%",2,US$5 ,"",3,"2014-03-11",5,3,"2014-03-11"
Office Supplies,Henderson,United States,Thomas Boland,Other,"11/3/14",CA-2014-143567,42420,Super Decoflex Portable Personal File,South,Corporate,"11/6/14",Second Class,Kentucky,Storage,"0%",1,US$17 ,"28%",4,US$60 ,"",17,"2014-03-11",60,17,"2014-03-11"
Technology,Henderson,United States,Thomas Boland,Logitech,"11/3/14",CA-2014-143567,42420,Logitech diNovo Edge Keyboard,South,Corporate,"11/6/14",Second Class,Kentucky,Accessories,"0%",1,US$517 ,"23%",9,"US$2,250 ","",517,"2014-03-11",2,517,"2014-03-11"
Furniture,Philadelphia,United States,Thea Hudgings,Eldon,"11/3/14",CA-2014-127782,19140,Eldon Image Series Black Desk Accessories,East,Corporate,"11/7/14",Standard Class,Pennsylvania,Furnishings,"20%",1,US$1 ,"20%",1,US$3 ,"",1,"2014-03-11",3,1,"2014-03-11"
Office Supplies,Springfield,United States,Barry Gonzalez,Newell,"11/3/14",CA-2014-169005,22153,Newell 318,South,Consumer,"11/7/14",Standard Class,Virginia,Art,"0%",1,US$1 ,"26%",2,US$6 ,"",1,"2014-03-11",6,1,"2014-03-11"
Office Supplies,Overland Park,United States,Kalyca Meade,Binney & Smith,"11/3/14",CA-2014-116358,66212,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Central,Corporate,"11/7/14",Standard Class,Kansas,Art,"0%",1,US$9 ,"33%",6,US$28 ,"",9,"2014-03-11",28,9,"2014-03-11"
Office Supplies,Overland Park,United States,Kalyca Meade,Other,"11/3/14",CA-2014-116358,66212,Staples,Central,Corporate,"11/7/14",Standard Class,Kansas,Fasteners,"0%",1,US$9 ,"50%",3,US$18 ,"",9,"2014-03-11",18,9,"2014-03-11"
Office Supplies,Columbus,United States,Anthony Rawles,Other,"11/3/14",CA-2014-141425,43229,Premier Automatic Letter Opener,East,Corporate,"11/7/14",Second Class,Ohio,Supplies,"20%",1,(US$82),-21%,2,US$385 ,"",-82,"2014-03-11",385,-82,"2014-03-11"
Office Supplies,Philadelphia,United States,Thea Hudgings,Other,"11/3/14",CA-2014-127782,19140,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,East,Corporate,"11/7/14",Standard Class,Pennsylvania,Appliances,"20%",1,US$1 ,"6%",3,US$20 ,"",1,"2014-03-11",20,1,"2014-03-11"
Office Supplies,Philadelphia,United States,Thea Hudgings,Other,"11/3/14",CA-2014-127782,19140,Colored Envelopes,East,Corporate,"11/7/14",Standard Class,Pennsylvania,Envelopes,"20%",1,US$3 ,"33%",3,US$9 ,"",3,"2014-03-11",9,3,"2014-03-11"
Office Supplies,Seattle,United States,Ken Heidel,Wirebound,"11/3/14",CA-2014-164049,98105,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",West,Corporate,"11/7/14",Standard Class,Washington,Paper,"0%",1,US$11 ,"45%",5,US$24 ,"",11,"2014-03-11",24,11,"2014-03-11"
Technology,Philadelphia,United States,Thea Hudgings,Other,"11/3/14",CA-2014-127782,19140,Wilson Electronics DB Pro Signal Booster,East,Corporate,"11/7/14",Standard Class,Pennsylvania,Phones,"40%",1,(US$186),-22%,4,US$859 ,"",-186,"2014-03-11",859,-186,"2014-03-11"
Furniture,Springfield,United States,Sharelle Roach,Office Star,"11/3/14",CA-2014-120061,45503,Office Star Flex Back Scooter Chair with White Frame,East,Home Office,"11/8/14",Second Class,Ohio,Chairs,"30%",1,(US$36),-23%,2,US$155 ,"",-36,"2014-03-11",155,-36,"2014-03-11"
Office Supplies,Los Angeles,United States,Cindy Stewart,Fellowes,"11/3/14",US-2014-115609,90036,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,West,Consumer,"11/8/14",Standard Class,California,Appliances,"0%",1,US$44 ,"26%",5,US$168 ,"",44,"2014-03-11",168,44,"2014-03-11"
Office Supplies,Salt Lake City,United States,Joy Bell-,Xerox,"11/3/14",CA-2014-168179,84106,Xerox 220,West,Consumer,"11/8/14",Standard Class,Utah,Paper,"0%",1,US$9 ,"48%",3,US$19 ,"",9,"2014-03-11",19,9,"2014-03-11"
Furniture,Murfreesboro,United States,Don Jones,Other,"11/4/14",CA-2014-153339,37130,Telescoping Adjustable Floor Lamp,South,Corporate,"11/6/14",Second Class,Tennessee,Furnishings,"20%",1,US$1 ,"6%",1,US$16 ,"",1,"2014-04-11",16,1,"2014-04-11"
Furniture,San Diego,United States,Clay Rozendal,Chromcraft,"11/4/14",US-2014-105998,92037,Chromcraft Round Conference Tables,West,Home Office,"11/6/14",First Class,California,Tables,"20%",1,US$21 ,"1%",12,"US$1,673 ","",21,"2014-04-11",1,21,"2014-04-11"
Office Supplies,Richmond,United States,Patrick Jones,Xerox,"11/4/14",CA-2014-103009,40475,Xerox 1963,South,Corporate,"11/6/14",Second Class,Kentucky,Paper,"0%",1,US$12 ,"45%",5,US$26 ,"",12,"2014-04-11",26,12,"2014-04-11"
Technology,Seattle,United States,Eva Jacobs,HP,"11/4/14",US-2014-110989,98105,HP Standard 104 key PS/2 Keyboard,West,Consumer,"11/6/14",Second Class,Washington,Accessories,"0%",1,US$11 ,"25%",3,US$44 ,"",11,"2014-04-11",44,11,"2014-04-11"
Technology,San Diego,United States,Clay Rozendal,Microsoft,"11/4/14",US-2014-105998,92037,Microsoft Sculpt Comfort Mouse,West,Home Office,"11/6/14",First Class,California,Accessories,"0%",1,US$88 ,"44%",5,US$200 ,"",88,"2014-04-11",200,88,"2014-04-11"
Office Supplies,Wilmington,United States,Justin MacKendrick,Strathmore,"11/4/14",CA-2014-130834,28403,Strathmore Photo Mount Cards,South,Consumer,"11/7/14",Second Class,North Carolina,Paper,"20%",1,US$5 ,"33%",3,US$16 ,"",5,"2014-04-11",16,5,"2014-04-11"
Furniture,Seattle,United States,Kimberly Carter,Global,"11/4/14",CA-2014-142636,98105,Global Deluxe Office Fabric Chairs,West,Corporate,"11/8/14",Standard Class,Washington,Chairs,"20%",1,US$27 ,"9%",4,US$307 ,"",27,"2014-04-11",307,27,"2014-04-11"
Office Supplies,Orlando,United States,Dave Kipp,Hunt,"11/4/14",CA-2014-100622,32839,Hunt Boston Vacuum Mount KS Pencil Sharpener,South,Consumer,"11/8/14",Standard Class,Florida,Art,"20%",1,US$4 ,"8%",2,US$56 ,"",4,"2014-04-11",56,4,"2014-04-11"
Office Supplies,Orlando,United States,Dave Kipp,Avery,"11/4/14",CA-2014-100622,32839,Avery Self-Adhesive Photo Pockets for Polaroid Photos,South,Consumer,"11/8/14",Standard Class,Florida,Binders,"70%",1,(US$3),-73%,2,US$4 ,"",-3,"2014-04-11",4,-3,"2014-04-11"
Office Supplies,Orlando,United States,Dave Kipp,Xerox,"11/4/14",CA-2014-100622,32839,Xerox 1923,South,Consumer,"11/8/14",Standard Class,Florida,Paper,"20%",1,US$4 ,"35%",2,US$11 ,"",4,"2014-04-11",11,4,"2014-04-11"
Office Supplies,Atlanta,United States,Julie Creighton,Avery,"11/4/14",CA-2014-126046,30318,Avery 476,South,Corporate,"11/8/14",Standard Class,Georgia,Labels,"0%",1,US$6 ,"46%",3,US$12 ,"",6,"2014-04-11",12,6,"2014-04-11"
Office Supplies,Seattle,United States,Jack O'Briant,Other,"11/4/14",US-2014-168802,98103,Binder Posts,West,Corporate,"11/8/14",Standard Class,Washington,Binders,"20%",1,US$6 ,"33%",4,US$18 ,"",6,"2014-04-11",18,6,"2014-04-11"
Office Supplies,Seattle,United States,Kimberly Carter,Xerox,"11/4/14",CA-2014-142636,98105,Xerox 191,West,Corporate,"11/8/14",Standard Class,Washington,Paper,"0%",1,US$66 ,"47%",7,US$140 ,"",66,"2014-04-11",140,66,"2014-04-11"
Technology,Orlando,United States,Dave Kipp,Canon,"11/4/14",CA-2014-100622,32839,Canon Image Class D660 Copier,South,Consumer,"11/8/14",Standard Class,Florida,Copiers,"20%",1,US$312 ,"33%",2,US$960 ,"",312,"2014-04-11",960,312,"2014-04-11"
Furniture,Las Cruces,United States,Denise Leinenbach,Other,"11/4/14",CA-2014-143329,88001,"9-3/4 Diameter Round Wall Clock",West,Consumer,"11/9/14",Standard Class,New Mexico,Furnishings,"0%",1,US$17 ,"42%",3,US$41 ,"",17,"2014-04-11",41,17,"2014-04-11"
Office Supplies,Philadelphia,United States,Darrin Martin,Other,"11/4/14",CA-2014-110429,19143,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",East,Consumer,"11/9/14",Standard Class,Pennsylvania,Binders,"70%",1,(US$8),-67%,3,US$12 ,"",-8,"2014-04-11",12,-8,"2014-04-11"
Office Supplies,San Francisco,United States,Paul Gonzalez,Xerox,"11/4/14",CA-2014-148320,94109,Xerox 1992,West,Consumer,"11/9/14",Standard Class,California,Paper,"0%",1,US$18 ,"49%",6,US$36 ,"",18,"2014-04-11",36,18,"2014-04-11"
Technology,Philadelphia,United States,Peter Bühler,Memorex,"11/4/14",US-2014-101518,19140,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",East,Consumer,"11/9/14",Standard Class,Pennsylvania,Accessories,"20%",1,US$1 ,"1%",3,US$41 ,"",1,"2014-04-11",41,1,"2014-04-11"
Technology,Miami,United States,Beth Fritzler,Polycom,"11/4/14",CA-2014-161130,33178,Polycom SoundPoint IP 450 VoIP phone,South,Corporate,"11/9/14",Standard Class,Florida,Phones,"20%",1,US$27 ,"8%",2,US$361 ,"",27,"2014-04-11",361,27,"2014-04-11"
Furniture,Bakersfield,United States,Bruce Geld,SAFCO,"11/4/14",CA-2014-135419,93309,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",West,Consumer,"11/10/14",Standard Class,California,Tables,"20%",1,US$36 ,"8%",4,US$486 ,"",36,"2014-04-11",486,36,"2014-04-11"
Office Supplies,Eagan,United States,Daniel Lacy,Avery,"11/4/14",CA-2014-121615,55122,Avery 513,Central,Consumer,"11/10/14",Standard Class,Minnesota,Labels,"0%",1,US$7 ,"46%",3,US$15 ,"",7,"2014-04-11",15,7,"2014-04-11"
Office Supplies,Eagan,United States,Daniel Lacy,Xerox 1971,"11/4/14",CA-2014-121615,55122,Xerox 1971,Central,Consumer,"11/10/14",Standard Class,Minnesota,Paper,"0%",1,US$4 ,"45%",2,US$9 ,"",4,"2014-04-11",9,4,"2014-04-11"
Office Supplies,Eagan,United States,Daniel Lacy,Sterilite,"11/4/14",CA-2014-121615,55122,Sterilite Officeware Hinged File Box,Central,Consumer,"11/10/14",Standard Class,Minnesota,Storage,"0%",1,US$14 ,"27%",5,US$52 ,"",14,"2014-04-11",52,14,"2014-04-11"
Office Supplies,Burlington,United States,Grant Thornton,Eureka,"11/5/14",US-2014-168116,27217,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",South,Corporate,"11/5/14",Same Day,North Carolina,Appliances,"20%",1,US$15 ,"9%",2,US$167 ,"",15,"2014-05-11",167,15,"2014-05-11"
Office Supplies,Bryan,United States,Frank Merwin,GBC,"11/5/14",CA-2014-121160,77803,GBC Standard Plastic Binding Systems' Combs,Central,Home Office,"11/5/14",Same Day,Texas,Binders,"80%",1,(US$13),-175%,6,US$8 ,"",-13,"2014-05-11",8,-13,"2014-05-11"
Office Supplies,Bryan,United States,Frank Merwin,Other,"11/5/14",CA-2014-121160,77803,Self-Adhesive Ring Binder Labels,Central,Home Office,"11/5/14",Same Day,Texas,Binders,"80%",1,(US$2),-165%,2,US$1 ,"",-2,"2014-05-11",1,-2,"2014-05-11"
Office Supplies,Bryan,United States,Frank Merwin,Wilson Jones,"11/5/14",CA-2014-121160,77803,Wilson Jones Impact Binders,Central,Home Office,"11/5/14",Same Day,Texas,Binders,"80%",1,(US$6),-155%,4,US$4 ,"",-6,"2014-05-11",4,-6,"2014-05-11"
Office Supplies,Bryan,United States,Frank Merwin,Rogers,"11/5/14",CA-2014-121160,77803,Rogers Deluxe File Chest,Central,Home Office,"11/5/14",Same Day,Texas,Storage,"20%",1,(US$13),-24%,3,US$53 ,"",-13,"2014-05-11",53,-13,"2014-05-11"
Technology,Burlington,United States,Grant Thornton,Cubify,"11/5/14",US-2014-168116,27217,Cubify CubeX 3D Printer Triple Head Print,South,Corporate,"11/5/14",Same Day,North Carolina,Machines,"50%",1,"(US$3,840)",-48%,4,"US$8,000 ","",-3,"2014-05-11",8,-3,"2014-05-11"
Furniture,Greensboro,United States,Kelly Lampkin,Hon,"11/5/14",CA-2014-147760,27405,Hon 5100 Series Wood Tables,South,Corporate,"11/6/14",First Class,North Carolina,Tables,"40%",1,(US$192),-37%,3,US$524 ,"",-192,"2014-05-11",524,-192,"2014-05-11"
Technology,Greensboro,United States,Kelly Lampkin,Motorola,"11/5/14",CA-2014-147760,27405,Motorola Moto X,South,Corporate,"11/6/14",First Class,North Carolina,Phones,"20%",1,US$119 ,"9%",5,"US$1,360 ","",119,"2014-05-11",1,119,"2014-05-11"
Office Supplies,Chattanooga,United States,Christina Anderson,Storex,"11/5/14",CA-2014-102610,37421,Storex Dura Pro Binders,South,Consumer,"11/9/14",Standard Class,Tennessee,Binders,"70%",1,(US$3),-83%,2,US$4 ,"",-3,"2014-05-11",4,-3,"2014-05-11"
Office Supplies,Chattanooga,United States,Christina Anderson,Avery,"11/5/14",CA-2014-102610,37421,Avery 481,South,Consumer,"11/9/14",Standard Class,Tennessee,Labels,"20%",1,US$2 ,"35%",2,US$5 ,"",2,"2014-05-11",5,2,"2014-05-11"
Office Supplies,Springdale,United States,Katherine Murray,Binney & Smith,"11/5/14",CA-2014-159135,72762,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",South,Home Office,"11/9/14",Standard Class,Arkansas,Art,"0%",1,US$1 ,"33%",2,US$4 ,"",1,"2014-05-11",4,1,"2014-05-11"
Technology,Chattanooga,United States,Christina Anderson,Logitech,"11/5/14",CA-2014-102610,37421,Logitech M510 Wireless Mouse,South,Consumer,"11/9/14",Standard Class,Tennessee,Accessories,"20%",1,US$16 ,"16%",3,US$96 ,"",16,"2014-05-11",96,16,"2014-05-11"
Technology,Chattanooga,United States,Christina Anderson,iOttie,"11/5/14",CA-2014-102610,37421,iOttie XL Car Mount,South,Consumer,"11/9/14",Standard Class,Tennessee,Phones,"20%",1,(US$32),-23%,9,US$144 ,"",-32,"2014-05-11",144,-32,"2014-05-11"
Office Supplies,Lancaster,United States,Henry Goldwyn,Carina,"11/5/14",US-2014-122672,43130,"Carina 42""Hx23 3/4""W Media Storage Unit",East,Corporate,"11/10/14",Standard Class,Ohio,Storage,"20%",1,(US$44),-23%,3,US$194 ,"",-44,"2014-05-11",194,-44,"2014-05-11"
Technology,Lancaster,United States,Henry Goldwyn,SanDisk,"11/5/14",US-2014-122672,43130,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,East,Corporate,"11/10/14",Standard Class,Ohio,Accessories,"20%",1,(US$6),-9%,4,US$71 ,"",-6,"2014-05-11",71,-6,"2014-05-11"
Office Supplies,Grand Prairie,United States,Sam Zeldin,Other,"11/5/14",CA-2014-105144,75051,Alphabetical Labels for Top Tab Filing,Central,Home Office,"11/12/14",Standard Class,Texas,Labels,"20%",1,US$9 ,"38%",2,US$24 ,"",9,"2014-05-11",24,9,"2014-05-11"
Office Supplies,Columbia,United States,James Lanier,Adams,"11/5/14",US-2014-156083,38401,"Adams Telephone Message Books, 5 1/4” x 11”",South,Home Office,"11/12/14",Standard Class,Tennessee,Paper,"20%",1,US$3 ,"34%",2,US$10 ,"",3,"2014-05-11",10,3,"2014-05-11"
Technology,Farmington,United States,Ruben Ausman,NETGEAR,"11/6/14",US-2014-111745,87401,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,West,Corporate,"11/7/14",First Class,New Mexico,Accessories,"0%",1,US$54 ,"34%",1,US$160 ,"",54,"2014-06-11",160,54,"2014-06-11"
Office Supplies,Chicago,United States,Alan Haines,Avery,"11/6/14",CA-2014-154732,60623,Avery Recycled Flexi-View Covers for Binding Systems,Central,Corporate,"11/8/14",First Class,Illinois,Binders,"80%",1,(US$26),-160%,5,US$16 ,"",-26,"2014-06-11",16,-26,"2014-06-11"
Office Supplies,Greenwood,United States,Adam Bellavance,Ampad,"11/6/14",CA-2014-118213,46142,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Central,Home Office,"11/8/14",First Class,Indiana,Paper,"0%",1,US$2 ,"46%",1,US$4 ,"",2,"2014-06-11",4,2,"2014-06-11"
Office Supplies,Greenwood,United States,Adam Bellavance,Other,"11/6/14",CA-2014-118213,46142,Staples,Central,Home Office,"11/8/14",First Class,Indiana,Paper,"0%",1,US$82 ,"49%",3,US$168 ,"",82,"2014-06-11",168,82,"2014-06-11"
Office Supplies,Greenwood,United States,Adam Bellavance,Strathmore,"11/6/14",CA-2014-118213,46142,Strathmore Photo Mount Cards,Central,Home Office,"11/8/14",First Class,Indiana,Paper,"0%",1,US$31 ,"46%",10,US$68 ,"",31,"2014-06-11",68,31,"2014-06-11"
Office Supplies,San Diego,United States,Anna Andreadi,Xerox,"11/6/14",CA-2014-157196,92105,Xerox 1996,West,Consumer,"11/10/14",Standard Class,California,Paper,"0%",1,US$6 ,"48%",2,US$13 ,"",6,"2014-06-11",13,6,"2014-06-11"
Technology,New York City,United States,Susan Vittorini,Enermax,"11/6/14",CA-2014-116225,10009,Enermax Aurora Lite Keyboard,East,Consumer,"11/10/14",Standard Class,New York,Accessories,"0%",1,US$172 ,"44%",5,US$391 ,"",172,"2014-06-11",391,172,"2014-06-11"
Furniture,New York City,United States,Christina DeMoss,Other,"11/6/14",CA-2014-102925,10024,Harbour Creations 67200 Series Stacking Chairs,East,Consumer,"11/11/14",Second Class,New York,Chairs,"10%",1,US$24 ,"19%",2,US$128 ,"",24,"2014-06-11",128,24,"2014-06-11"
Furniture,New York City,United States,Christina DeMoss,Other,"11/6/14",CA-2014-102925,10024,"Career Cubicle Clock, 8 1/4"", Black",East,Consumer,"11/11/14",Second Class,New York,Furnishings,"0%",1,US$39 ,"38%",5,US$101 ,"",39,"2014-06-11",101,39,"2014-06-11"
Furniture,New York City,United States,Christina DeMoss,Balt,"11/6/14",CA-2014-102925,10024,Balt Split Level Computer Training Table,East,Consumer,"11/11/14",Second Class,New York,Tables,"40%",1,(US$67),-40%,2,US$167 ,"",-67,"2014-06-11",167,-67,"2014-06-11"
Office Supplies,New York City,United States,Christina DeMoss,Avery,"11/6/14",CA-2014-102925,10024,Avery Premier Heavy-Duty Binder with Round Locking Rings,East,Consumer,"11/11/14",Second Class,New York,Binders,"20%",1,US$4 ,"33%",1,US$11 ,"",4,"2014-06-11",11,4,"2014-06-11"
Office Supplies,New York City,United States,Christina DeMoss,GBC,"11/6/14",CA-2014-102925,10024,GBC Prestige Therm-A-Bind Covers,East,Consumer,"11/11/14",Second Class,New York,Binders,"20%",1,US$56 ,"34%",6,US$165 ,"",56,"2014-06-11",165,56,"2014-06-11"
Office Supplies,New York City,United States,Christina DeMoss,Other,"11/6/14",CA-2014-102925,10024,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",East,Consumer,"11/11/14",Second Class,New York,Paper,"0%",1,US$53 ,"48%",2,US$111 ,"",53,"2014-06-11",111,53,"2014-06-11"
Office Supplies,New York City,United States,Christina DeMoss,Xerox,"11/6/14",CA-2014-102925,10024,Xerox 202,East,Consumer,"11/11/14",Second Class,New York,Paper,"0%",1,US$6 ,"48%",2,US$13 ,"",6,"2014-06-11",13,6,"2014-06-11"
Technology,New York City,United States,Christina DeMoss,Anker,"11/6/14",CA-2014-102925,10024,Anker Astro 15000mAh USB Portable Charger,East,Consumer,"11/11/14",Second Class,New York,Phones,"0%",1,US$4 ,"4%",2,US$100 ,"",4,"2014-06-11",100,4,"2014-06-11"
Technology,Dallas,United States,Elizabeth Moffitt,Nortel,"11/6/14",CA-2014-114258,75081,Nortel Meridian M3904 Professional Digital phone,Central,Corporate,"11/11/14",Second Class,Texas,Phones,"20%",1,US$55 ,"11%",4,US$493 ,"",55,"2014-06-11",493,55,"2014-06-11"
Office Supplies,Phoenix,United States,Troy Staebel,Avery,"11/6/14",US-2014-107272,85023,"Avery Durable Slant Ring Binders, No Labels",West,Consumer,"11/13/14",Standard Class,Arizona,Binders,"70%",1,(US$2),-77%,2,US$2 ,"",-2,"2014-06-11",2,-2,"2014-06-11"
Office Supplies,Phoenix,United States,Troy Staebel,Other,"11/6/14",US-2014-107272,85023,"Trav-L-File Heavy-Duty Shuttle II, Black",West,Consumer,"11/13/14",Standard Class,Arizona,Storage,"20%",1,US$30 ,"13%",7,US$244 ,"",30,"2014-06-11",244,30,"2014-06-11"
Office Supplies,San Francisco,United States,Frank Merwin,Avery,"11/7/14",US-2014-153948,94122,Avery 503,West,Home Office,"11/7/14",Same Day,California,Labels,"0%",1,US$20 ,"48%",4,US$41 ,"",20,"2014-07-11",41,20,"2014-07-11"
Office Supplies,San Francisco,United States,Frank Merwin,Other,"11/7/14",US-2014-153948,94122,Astroparche Fine Business Paper,West,Home Office,"11/7/14",Same Day,California,Paper,"0%",1,US$13 ,"48%",5,US$26 ,"",13,"2014-07-11",26,13,"2014-07-11"
Office Supplies,San Francisco,United States,Frank Merwin,Other,"11/7/14",US-2014-153948,94122,Staples,West,Home Office,"11/7/14",Same Day,California,Paper,"0%",1,US$22 ,"49%",4,US$45 ,"",22,"2014-07-11",45,22,"2014-07-11"
Office Supplies,San Francisco,United States,Frank Merwin,Xerox,"11/7/14",US-2014-153948,94122,Xerox 191,West,Home Office,"11/7/14",Same Day,California,Paper,"0%",1,US$28 ,"47%",3,US$60 ,"",28,"2014-07-11",60,28,"2014-07-11"
Technology,San Francisco,United States,Frank Merwin,Kingston,"11/7/14",US-2014-153948,94122,Kingston Digital DataTraveler 32GB USB 2.0,West,Home Office,"11/7/14",Same Day,California,Accessories,"0%",1,US$1 ,"6%",1,US$17 ,"",1,"2014-07-11",17,1,"2014-07-11"
Furniture,Dallas,United States,Liz Carlisle,Linden,"11/7/14",US-2014-119319,75217,"Linden 10"" Round Wall Clock, Black",Central,Consumer,"11/10/14",Second Class,Texas,Furnishings,"60%",1,(US$20),-65%,5,US$31 ,"",-20,"2014-07-11",31,-20,"2014-07-11"
Furniture,Fayetteville,United States,Jill Fjeld,Executive Impressions,"11/7/14",CA-2014-167941,28314,"Executive Impressions 12"" Wall Clock",South,Consumer,"11/10/14",Second Class,North Carolina,Furnishings,"20%",1,US$6 ,"23%",2,US$28 ,"",6,"2014-07-11",28,6,"2014-07-11"
Office Supplies,Fayetteville,United States,Jill Fjeld,Other,"11/7/14",CA-2014-167941,28314,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",South,Consumer,"11/10/14",Second Class,North Carolina,Appliances,"20%",1,US$44 ,"9%",3,US$500 ,"",44,"2014-07-11",500,44,"2014-07-11"
Office Supplies,Fayetteville,United States,Jill Fjeld,Avery,"11/7/14",CA-2014-167941,28314,Avery Durable Poly Binders,South,Consumer,"11/10/14",Second Class,North Carolina,Binders,"70%",1,(US$11),-80%,8,US$13 ,"",-11,"2014-07-11",13,-11,"2014-07-11"
Office Supplies,Fayetteville,United States,Jill Fjeld,Xerox,"11/7/14",CA-2014-167941,28314,Xerox 220,South,Consumer,"11/10/14",Second Class,North Carolina,Paper,"20%",1,US$11 ,"35%",6,US$31 ,"",11,"2014-07-11",31,11,"2014-07-11"
Office Supplies,Fayetteville,United States,Jill Fjeld,Carina,"11/7/14",CA-2014-167941,28314,Carina Double Wide Media Storage Towers in Natural & Black,South,Consumer,"11/10/14",Second Class,North Carolina,Storage,"20%",1,(US$52),-20%,4,US$259 ,"",-52,"2014-07-11",259,-52,"2014-07-11"
Office Supplies,New York City,United States,Carol Darley,Xerox,"11/7/14",CA-2014-144596,10011,Xerox 1906,East,Consumer,"11/11/14",Standard Class,New York,Paper,"0%",1,US$150 ,"47%",9,US$319 ,"",150,"2014-07-11",319,150,"2014-07-11"
Office Supplies,Richmond,United States,Victoria Brennan,Xerox,"11/7/14",CA-2014-154816,40475,Xerox 1987,South,Corporate,"11/11/14",Standard Class,Kentucky,Paper,"0%",1,US$3 ,"49%",1,US$6 ,"",3,"2014-07-11",6,3,"2014-07-11"
Office Supplies,Minneapolis,United States,Chuck Clark,Newell,"11/7/14",CA-2014-125290,55407,Newell 339,Central,Home Office,"11/11/14",Second Class,Minnesota,Art,"0%",1,US$4 ,"26%",5,US$14 ,"",4,"2014-07-11",14,4,"2014-07-11"
Office Supplies,Minneapolis,United States,Chuck Clark,Other,"11/7/14",CA-2014-125290,55407,Staples,Central,Home Office,"11/11/14",Second Class,Minnesota,Paper,"0%",1,US$12 ,"46%",1,US$26 ,"",12,"2014-07-11",26,12,"2014-07-11"
Furniture,Philadelphia,United States,Maris LaWare,Global,"11/7/14",CA-2014-154109,19143,"Global Wood Trimmed Manager's Task Chair, Khaki",East,Consumer,"11/12/14",Standard Class,Pennsylvania,Chairs,"30%",1,(US$31),-24%,2,US$127 ,"",-31,"2014-07-11",127,-31,"2014-07-11"
Furniture,Los Angeles,United States,Zuschuss Carroll,DAX,"11/7/14",CA-2014-100013,90045,Dax Clear Box Frame,West,Consumer,"11/12/14",Standard Class,California,Furnishings,"0%",1,US$3 ,"34%",1,US$9 ,"",3,"2014-07-11",9,3,"2014-07-11"
Office Supplies,Philadelphia,United States,Maris LaWare,Xerox,"11/7/14",CA-2014-154109,19143,Xerox 191,East,Consumer,"11/12/14",Standard Class,Pennsylvania,Paper,"20%",1,US$16 ,"34%",3,US$48 ,"",16,"2014-07-11",48,16,"2014-07-11"
Office Supplies,Los Angeles,United States,Zuschuss Carroll,Sanford,"11/7/14",CA-2014-100013,90045,SANFORD Liquid Accent Tank-Style Highlighters,West,Consumer,"11/12/14",Standard Class,California,Art,"0%",1,US$2 ,"31%",2,US$6 ,"",2,"2014-07-11",6,2,"2014-07-11"
Office Supplies,Los Angeles,United States,Zuschuss Carroll,Other,"11/7/14",CA-2014-100013,90045,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",West,Consumer,"11/12/14",Standard Class,California,Envelopes,"0%",1,US$7 ,"49%",2,US$15 ,"",7,"2014-07-11",15,7,"2014-07-11"
